Last,First,Minutes,Seconds,Goals,Shots,AttackingGoals,AttackingShots,CenterGoals,CenterShots,DriveGoals,DriveShots,ExtraGoals,ExtraShots,PenaltyGoals,PenaltyShots,CounterGoals,CounterShots,FoulGoals,FoulShots,TO,ST,RB,BL,AS,SPWins,SPAttempts,CPEX,FPEX,DSEX,M6EX,CSEX,DBEX,PEX,EXPLUS,TotalEX,Team,Opponent,Result,FullTimeGoals,Ref1,Ref2,MatchNum,Tournament,GameNum,FullName
LUONGO,Stefano,22.0,39.0,3.0,6.0,0.0,1.0,0.0,0.0,,,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,1.0,1.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,ITA,USA,1.0,18.0,DERVIEUX,BUCH JUANOLA,14,OLY2020,OLY2020-14,LUONGO S.
FIGLIOLI,Pietro,26.0,6.0,2.0,7.0,1.0,5.0,0.0,0.0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,2.0,DNT,DNT,DNT,0.0,0.0,DNT,2,ITA,USA,1.0,18.0,DERVIEUX,BUCH JUANOLA,14,OLY2020,OLY2020-14,FIGLIOLI P.
PRESCIUTTI,Nicholas,24.0,3.0,2.0,4.0,0.0,2.0,0.0,0.0,,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,0.0,,0.0,0.0,2.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,2,ITA,USA,1.0,18.0,DERVIEUX,BUCH JUANOLA,14,OLY2020,OLY2020-14,PRESCIUTTI N.
VELOTTO,Alessandro,7.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,ITA,USA,1.0,18.0,DERVIEUX,BUCH JUANOLA,14,OLY2020,OLY2020-14,VELOTTO A.
RENZUTO IODICE,Vincenzo,13.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,1.0,DNT,1,ITA,USA,1.0,18.0,DERVIEUX,BUCH JUANOLA,14,OLY2020,OLY2020-14,RENZUTO IODICE V.
ECHENIQUE,Gonzalo,27.0,16.0,0.0,3.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,ITA,USA,1.0,18.0,DERVIEUX,BUCH JUANOLA,14,OLY2020,OLY2020-14,ECHENIQUE G.
FIGARI,Niccolo,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,,0.0,0.0,2.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,2,ITA,USA,1.0,18.0,DERVIEUX,BUCH JUANOLA,14,OLY2020,OLY2020-14,FIGARI N.
BODEGAS,Michael Alexandre,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,DNT,DNT,DNT,0.0,2.0,DNT,3,ITA,USA,1.0,18.0,DERVIEUX,BUCH JUANOLA,14,OLY2020,OLY2020-14,BODEGAS M.
AICARDI,Matteo,12.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0,DNT,DNT,DNT,0.0,0.0,DNT,2,ITA,USA,1.0,18.0,DERVIEUX,BUCH JUANOLA,14,OLY2020,OLY2020-14,AICARDI M.
DOLCE,Vincenzo,8.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,2.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,2,ITA,USA,1.0,18.0,DERVIEUX,BUCH JUANOLA,14,OLY2020,OLY2020-14,DOLCE V.
NAGY,Viktor,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,HUN,RSA,1.0,16.0,DERVIEUX,BUCH JUANOLA,15,OLY2020,OLY2020-15,NAGY V.
ANGYAL,Daniel,16.0,38.0,2.0,4.0,0.0,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,HUN,RSA,1.0,16.0,DANERS CHAO,MOLLER,15,OLY2020,OLY2020-15,ANGYAL D.
MANHERCZ,Krisztian,27.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,,,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,,1.0,,3.0,3.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,HUN,RSA,1.0,16.0,DANERS CHAO,MOLLER,15,OLY2020,OLY2020-15,MANHERCZ K.
ZALANKI,Gergo,18.0,52.0,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1.0,,1.0,1.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,HUN,RSA,1.0,16.0,DANERS CHAO,MOLLER,15,OLY2020,OLY2020-15,ZALANKI G.
VAMOS,Marton,22.0,45.0,4.0,6.0,2.0,4.0,0.0,0.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,HUN,RSA,1.0,16.0,DANERS CHAO,MOLLER,15,OLY2020,OLY2020-15,VAMOS M.
HOSNYANSZKY,Norbert,17.0,40.0,1.0,5.0,0.0,3.0,0.0,0.0,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,2.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,2,HUN,RSA,1.0,16.0,DANERS CHAO,MOLLER,15,OLY2020,OLY2020-15,HOSNYANSZKY N.
PASZTOR,Matyas,24.0,10.0,4.0,6.0,2.0,3.0,0.0,0.0,,,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,2.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,2,HUN,RSA,1.0,16.0,DANERS CHAO,MOLLER,15,OLY2020,OLY2020-15,PASZTOR M.
JANSIK,Szilard,15.0,6.0,2.0,3.0,0.0,1.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,,0.0,0.0,3.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,3,HUN,RSA,1.0,16.0,DANERS CHAO,MOLLER,15,OLY2020,OLY2020-15,JANSIK S.
ERDELYI,Balazs,24.0,41.0,3.0,5.0,0.0,2.0,1.0,1.0,,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,,0.0,,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,HUN,RSA,1.0,16.0,DANERS CHAO,MOLLER,15,OLY2020,OLY2020-15,ERDELYI B.
MEZEI,Tamas,15.0,51.0,1.0,2.0,0.0,0.0,1.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1.0,,0.0,0.0,0.0,1.0,DNT,DNT,DNT,0.0,0.0,DNT,1,HUN,RSA,1.0,16.0,DANERS CHAO,MOLLER,15,OLY2020,OLY2020-15,MEZEI T.
HARAI,Balazs,9.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,HUN,RSA,1.0,16.0,DANERS CHAO,MOLLER,15,OLY2020,OLY2020-15,HARAI B.
VOGEL,Soma,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,HUN,RSA,1.0,16.0,DANERS CHAO,MOLLER,15,OLY2020,OLY2020-15,VOGEL S.
MADI,Lwazi,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,RSA,HUN,0.0,1.0,DANERS CHAO,MOLLER,15,OLY2020,OLY2020-15,MADI L.
CARD,Devon,15.0,43.0,0.0,3.0,0.0,1.0,0.0,0.0,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,1,RSA,HUN,0.0,1.0,MOLLER,DANERS CHAO,15,OLY2020,OLY2020-15,CARD D.
REZELMAN,Timothy,15.0,36.0,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,RSA,HUN,0.0,1.0,MOLLER,DANERS CHAO,15,OLY2020,OLY2020-15,REZELMAN T.
BADENHORST,Nardus,18.0,7.0,0.0,3.0,0.0,1.0,0.0,0.0,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,0.0,1.0,DNT,DNT,DNT,0.0,0.0,DNT,1,RSA,HUN,0.0,1.0,MOLLER,DANERS CHAO,15,OLY2020,OLY2020-15,BADENHORST N.
LAURENSON,Cameron Bain,7.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,2.0,0.0,DNT,DNT,DNT,0.0,1.0,DNT,3,RSA,HUN,0.0,1.0,MOLLER,DANERS CHAO,15,OLY2020,OLY2020-15,LAURENSON C.
STONE,Ross,25.0,36.0,0.0,2.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,1.0,,0.0,1.0,0.0,2.0,DNT,DNT,DNT,0.0,0.0,DNT,2,RSA,HUN,0.0,1.0,MOLLER,DANERS CHAO,15,OLY2020,OLY2020-15,STONE R.
EVEZARD,Jason,18.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,1.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,RSA,HUN,0.0,1.0,MOLLER,DANERS CHAO,15,OLY2020,OLY2020-15,EVEZARD J.
RODDA,Nicholas,24.0,6.0,1.0,7.0,0.0,5.0,0.0,0.0,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,2.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,RSA,HUN,0.0,1.0,MOLLER,DANERS CHAO,15,OLY2020,OLY2020-15,RODDA N.
MARGRO,Yaseen,18.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,2.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,2,RSA,HUN,0.0,1.0,MOLLER,DANERS CHAO,15,OLY2020,OLY2020-15,MARGRO Y.
MAYMAN,Mogamad Farouk,11.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,1,RSA,HUN,0.0,1.0,MOLLER,DANERS CHAO,15,OLY2020,OLY2020-15,MAYMAN M.
NEILL,Liam,16.0,48.0,0.0,1.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,RSA,HUN,0.0,1.0,MOLLER,DANERS CHAO,15,OLY2020,OLY2020-15,NEILL L.
STEWART,Donn,20.0,8.0,0.0,3.0,0.0,3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,1,RSA,HUN,0.0,1.0,MOLLER,DANERS CHAO,15,OLY2020,OLY2020-15,STEWART D.
MUNARRIZ EGANA,Alberto,19.0,11.0,1.0,2.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,1.0,,0.0,0.0,3.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,3,ESP,KAZ,1.0,16.0,MOLLER,DANERS CHAO,16,OLY2020,OLY2020-16,MUNARRIZ EGANA A.
GRANADOS ORTEGA,Alvaro,22.0,45.0,5.0,7.0,2.0,3.0,0.0,0.0,,,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,,0.0,,1.0,2.0,0.0,2.0,DNT,DNT,DNT,0.0,0.0,DNT,2,ESP,KAZ,1.0,16.0,GOLDENBERG,WILLIS,16,OLY2020,OLY2020-16,GRANADOS ORTEGA A.
SANAHUJA,Bernat,19.0,56.0,3.0,8.0,1.0,4.0,0.0,0.0,,,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,,1.0,,1.0,1.0,1.0,1.0,DNT,DNT,DNT,0.0,0.0,DNT,2,ESP,KAZ,1.0,16.0,GOLDENBERG,WILLIS,16,OLY2020,OLY2020-16,SANAHUJA CARNE B.
de TORO DOMINGUEZ,Miguel,18.0,55.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,ESP,KAZ,1.0,16.0,GOLDENBERG,WILLIS,16,OLY2020,OLY2020-16,DE TORO DOMINGUEZ M.
LARUMBE GONFAUS,Marc,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,ESP,KAZ,1.0,16.0,GOLDENBERG,WILLIS,16,OLY2020,OLY2020-16,LARUMBE GONFAUS M.
FAMERA,Martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,ESP,KAZ,1.0,16.0,GOLDENBERG,WILLIS,16,OLY2020,OLY2020-16,FAMERA KOPENCOVA M.
FERNANDEZ MIRANDA,Francisco,25.0,8.0,2.0,2.0,0.0,0.0,1.0,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,0.0,1.0,DNT,DNT,DNT,0.0,0.0,DNT,1,ESP,KAZ,1.0,16.0,GOLDENBERG,WILLIS,16,OLY2020,OLY2020-16,FERNANDEZ MIRANDA F.
TAHULL COMPTE,Roger,13.0,5.0,1.0,3.0,0.0,0.0,1.0,1.0,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,ESP,KAZ,1.0,16.0,GOLDENBERG,WILLIS,16,OLY2020,OLY2020-16,TAHULL COMPTE R.
PERRONE ROCHA,Felipe,18.0,24.0,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,1,ESP,KAZ,1.0,16.0,GOLDENBERG,WILLIS,16,OLY2020,OLY2020-16,PERRONE ROCHA F.
MALLARACH GUELL,Blai,19.0,50.0,2.0,4.0,2.0,3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,0.0,,0.0,0.0,0.0,1.0,DNT,DNT,DNT,0.0,0.0,DNT,1,ESP,KAZ,1.0,16.0,GOLDENBERG,WILLIS,16,OLY2020,OLY2020-16,MALLARACH GUELL B.
BUSTOS SANCHEZ,Ale andro,17.0,44.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,1,ESP,KAZ,1.0,16.0,GOLDENBERG,WILLIS,16,OLY2020,OLY2020-16,BUSTOS SANCHEZ A.
AGUIRRE,Unai,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,ESP,KAZ,1.0,16.0,GOLDENBERG,WILLIS,16,OLY2020,OLY2020-16,AGUIRRE RUBIO U.
MAKHMETOV,Madikhan,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,KAZ,ESP,0.0,4.0,GOLDENBERG,WILLIS,16,OLY2020,OLY2020-16,MAKHMETOV M.
MEDVEDEV,Yevgeniy,18.0,28.0,0.0,2.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,1.0,DNT,1,KAZ,ESP,0.0,4.0,WILLIS,GOLDENBERG,16,OLY2020,OLY2020-16,MEDVEDEV Y.
AUBAKIROV,Miras,14.0,13.0,0.0,2.0,0.0,1.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,2.0,1.0,1.0,DNT,DNT,DNT,0.0,0.0,DNT,2,KAZ,ESP,0.0,4.0,WILLIS,GOLDENBERG,16,OLY2020,OLY2020-16,AUBAKIROV M.
MARKOVIC,Dusan,19.0,13.0,1.0,2.0,0.0,1.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1.0,,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,1,KAZ,ESP,0.0,4.0,WILLIS,GOLDENBERG,16,OLY2020,OLY2020-16,MARKOVIC D.
SHMIDER,Alexey,16.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,1.0,DNT,DNT,DNT,0.0,1.0,DNT,2,KAZ,ESP,0.0,4.0,WILLIS,GOLDENBERG,16,OLY2020,OLY2020-16,SHMIDER A.
ARTYUKH,Danil,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,2.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,2,KAZ,ESP,0.0,4.0,WILLIS,GOLDENBERG,16,OLY2020,OLY2020-16,ARTYUKH D.
SHAKENOV,Murat,24.0,54.0,0.0,8.0,0.0,7.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,1.0,1.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,KAZ,ESP,0.0,4.0,WILLIS,GOLDENBERG,16,OLY2020,OLY2020-16,SHAKENOV M.
VUKSANOVIC,Srdan,29.0,33.0,2.0,8.0,1.0,4.0,0.0,0.0,,,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,1.0,,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,KAZ,ESP,0.0,4.0,WILLIS,GOLDENBERG,16,OLY2020,OLY2020-16,VUKSANOVIC S.
UKUMANOV,Rustam,16.0,53.0,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,2.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,2,KAZ,ESP,0.0,4.0,WILLIS,GOLDENBERG,16,OLY2020,OLY2020-16,UKUMANOV R.
RUDAY,Mikhail,16.0,24.0,1.0,2.0,0.0,0.0,1.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,DNT,DNT,DNT,0.0,0.0,DNT,1,KAZ,ESP,0.0,4.0,WILLIS,GOLDENBERG,16,OLY2020,OLY2020-16,RUDAY M.
ALTAYEV,Altay,15.0,36.0,0.0,2.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,KAZ,ESP,0.0,4.0,WILLIS,GOLDENBERG,16,OLY2020,OLY2020-16,ALTAYEV A.
SHVEDOV,Stanislav,14.0,14.0,0.0,2.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,KAZ,ESP,0.0,4.0,WILLIS,GOLDENBERG,16,OLY2020,OLY2020-16,SHVEDOV S.
BIJAC,Marko,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,CRO,MNE,1.0,13.0,WILLIS,GOLDENBERG,17,OLY2020,OLY2020-17,BIJAC M.
MACAN,Marko,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,3.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,3,CRO,MNE,1.0,13.0,KUN,VOEVODIN,17,OLY2020,OLY2020-17,MACAN M.
FATOVIC,Loren,24.0,29.0,3.0,8.0,2.0,5.0,0.0,0.0,,,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,1,CRO,MNE,1.0,13.0,KUN,VOEVODIN,17,OLY2020,OLY2020-17,FATOVIC L.
LONCAR,Luka,17.0,35.0,1.0,1.0,0.0,0.0,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,CRO,MNE,1.0,13.0,KUN,VOEVODIN,17,OLY2020,OLY2020-17,LONCAR L.
JOKOVIC,Maro,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,,0.0,0.0,0.0,1.0,DNT,DNT,DNT,0.0,0.0,DNT,1,CRO,MNE,1.0,13.0,KUN,VOEVODIN,17,OLY2020,OLY2020-17,JOKOVIC M.
BUKIC,Luka,26.0,12.0,2.0,6.0,0.0,3.0,0.0,0.0,,,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,,2.0,2.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,CRO,MNE,1.0,13.0,KUN,VOEVODIN,17,OLY2020,OLY2020-17,BUKIC L.
VUKICEVIC,Ante,18.0,44.0,2.0,6.0,2.0,6.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,2.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,2,CRO,MNE,1.0,13.0,KUN,VOEVODIN,17,OLY2020,OLY2020-17,VUKICEVIC A.
BUSLJE,Andro,15.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,,0.0,0.0,3.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,3,CRO,MNE,1.0,13.0,KUN,VOEVODIN,17,OLY2020,OLY2020-17,BUSLJE A.
MILOS,Lovre,13.0,39.0,1.0,3.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,0.0,,2.0,2.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,DNT,0,CRO,MNE,1.0,13.0,KUN,VOEVODIN,17,OLY2020,OLY2020-17,MILOS L.
VRLIC,Josip,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,1.0,1.0,DNT,DNT,DNT,0.0,0.0,DNT,2,CRO,MNE,1.0,13.0,KUN,VOEVODIN,17,OLY2020,OLY2020-17,VRLIC J.
OBRADOVIC,Paulo,11.0,5.0,1.0,3.0,0.0,0.0,0.0,1.0,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,1.0,DNT,DNT,DNT,0.0,0.0,DNT,1,CRO,MNE,1.0,13.0,KUN,VOEVODIN,17,OLY2020,OLY2020-17,OBRADOVIC P.
GARCIA GADEA,Javier,17.0,51.0,2.0,4.0,1.0,2.0,0.0,0.0,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,DNT,DNT,DNT,0.0,0.0,DNT,1,CRO,MNE,1.0,13.0,KUN,VOEVODIN,17,OLY2020,OLY2020-17,GARCIA GADEA J.
BRGULJAN,Drasko,25.0,15.0,0.0,3.0,0.0,2.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,,0.0,2.0,0.0,1.0,DNT,DNT,DNT,0.0,0.0,DNT,1,MNE,CRO,0.0,8.0,KUN,VOEVODIN,17,OLY2020,OLY2020-17,BRGULJAN D.
